name
1C Enterprise
ABAP
AGS Script
AMPL
ANTLR
API Blueprint
APL
ARexx
ASP
ATS
ActionScript
Ada
Ada Lovelace
Adblock Filter List
Agda
Agoric
Algol
Alisa
Alloy
Amba
Amiga E
ApacheConf
Apex
AppleScript
Arc
Arduino
Assembly
Astro
Augeas
AutoHotkey
AutoIt
AutoLISP
Awk
BASIC
BCPL
Batch script
Batchfile
Beflex
Bicep
Bison
BitBake
Blade
BlitzBasic
Bluespec
Boo
Brainfuck
Brightscript
Bro
C
C#
C++
C-INTERCAL
C-shell
CMake
COBOL
CSS
CWeb
CartoCSS
Ceylon
Chapel
ChucK
Clean
Click
Clipper
Clojure
CodeQL
CoffeeScript
ColdFusion
Comal
Common Lisp
Common Workflow Language
Component Pascal
Coq
Crystal
Cucumber
Cuda
Curry
Cython
D
DCPU-16 ASM
DIGITAL Command Language
DM
DOT
DTrace
Dart
Datalog
Delphi
Diff
Dockerfile
Dylan
ECL
ECMAScript
EJS
ELM-VE
Eagle
Eiffel
Elixir
Elm
Emacs Lisp
EmberScript
Erlang
Esperanto
F#
F*
FL
FLUX
FOCAL
FORTRAN
FP
Factor
Falcon
Fancy
Ferite
Fjölnir
Forth
Fortran
FreeMarker
Frege
Fril
G-code
GAP
GCC Machine Description
GDL
GDScript
GLSL
GML
GNU E
GTK+
Gambas
Game Maker Language
GameMonkey Script
Genshi
Gettext Catalog
Gherkin
Gnuplot
Go
Golang
Gosu
Grace
GraphTalk
Groff
Groovy
Guru
HCL
HLSL
HTML
Hack
Haml
Handlebars
Haskell
Haxe
Hy
IDL
IGOR Pro
Idris
Inform 7
Inno Setup
Io
Isabelle
J
JS
JSON
JSONiq
Java
JavaScript
JetBrains MPS
Jinja
Jsonnet
Julia
Jupyter Notebook
KRL
KiCad
KiCad Layout
Kotlin
LLVM
LSL
LabVIEW
Lasso
Lean
Less
Lex
LilyPond
Limbo
Liquid
LiveScript
Logos
Logtalk
LookML
LoomScript
Lua
M
M4
MATLAB
MAXScript
MLIR
MQL4
MQL5
Makefile
Mako
Markdown
Mask
Mathematica
Matlab
Max
Mercury
Meson
Mirah
Modelica
Modula-2
Monkey
MoonScript
Mustache
NASL
NCL
NSIS
Nasal
Nemerle
NetLogo
Nextflow
Nginx
Nim
Nimrod
Nix
Nunjucks
OCaml
Objective-C
Objective-C++
Objective-J
Opa
Open Policy Agent
OpenEdge ABL
OpenSCAD
Oz
P4
PAWN
PHP
PLSQL
PLpgSQL
POV-Ray SDL
Pan
Papyrus
Pascal
Pawn
Perl
Perl 6
Perl6
PicoLisp
PigLatin
Pike
Pony
PostScript
Postiats
PowerBuilder
PowerShell
Processing
Prolog
Propeller Spin
Protocol Buffer
Pug
Puppet
Pure Data
PureBasic
PureScript
Python
QML
QMake
R
RAML
REALbasic
RPC
Racket
Ragel
Ragel in Ruby Host
Raku
Rascal
Reason
Rebol
Red
Ren'Py
Rich Text Format
Ring
Riot
RobotFramework
Roff
Rouge
Ruby
Rust
SAS
SCSS
SMT
SQF
SQL
SQLPL
SWIG
SaltStack
Sass
Scala
Scheme
Scilab
ShaderLab
Shell
Shen
Slash
Slim
Smali
Smalltalk
Smarty
Solidity
SourcePawn
Squirrel
Stan
Standard ML
Starlark
Stata
Stylus
SuperCollider
Svelte
Swift
SystemVerilog
TS
TSQL
Tcl
TeX
Terra
Thrift
Twig
TypeScript
Uno
UnrealScript
UrWeb
VBA
VCL
VHDL
Vala
Verilog
Vim Script
Vim Snippet
Vim script
VimL
Visual Basic
Visual Basic .NET
Vue
Web Ontology Language
WebAssembly
X10
XC
XML
XProc
XQuery
XS
XSLT
Xojo
Xtend
YAML
YARA
YASnippet
Yacc
ZAP
ZenScript
Zephir
hoon
mIRC Script
name
nesC
ooc
q
sed
wisp
xBase
